Ladekurvenmessung
Zeit: 2018_05_03 14.06.18
Info: FVA3, v = 0.382, T = 40, F = 10, h =???
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8
218	-0.009716	0.000803	-0.000183	0.003597	-0.00347	-0.00232	-0.01514	-0.007086
219	-0.002155	0.000967	0.001296	0.001132	-0.008401	-0.004785	-0.012674	-0.010538
220	-0.000512	-0.002155	-0.0061	0.002118	-0.003142	-0.002813	-0.005443	-0.007744
221	-0.000841	0.000474	0.001954	0.003926	-0.00347	-0.005443	-0.008565	-0.007086
222	-0.001827	-0.000676	0.002447	0.000803	-0.004621	-0.001334	-0.008565	-0.007086
223	-0.005936	-0.000183	0.003926	0.000474	-0.004785	-0.002977	-0.007415	-0.004456
224	-0.005443	-0.007086	0.000474	0.002282	-0.00347	-0.002155	-0.005278	-0.005443
225	-0.001169	-0.005114	-0.000512	0.002282	-0.00725	-0.00232	-0.011195	-0.004292
226	-0.005114	-0.004949	-0.001334	0.005241	-0.004128	-0.002648	-0.005114	-0.001169
227	-0.004621	0.005241	0.001296	0.002775	-0.006429	-0.001169	-0.003306	-0.009223
228	-0.005114	-0.005443	0.005076	0.004419	-0.001005	-0.002813	-0.003306	-0.007744
229	-0.005936	0.000474	-0.001005	0.002775	-0.0061	-0.001005	0.000474	-0.005443
230	-0.004292	-0.000183	0.004419	0.00146	-0.005114	-0.004128	-0.00232	-0.006264
231	-0.003635	0.000146	0.00031	-0.00232	-0.004292	-0.00347	0.002118	-0.006429
232	-0.003635	-0.001991	0.003268	0.001789	-0.004785	-0.00347	0.002611	-0.008894
233	-0.005443	-0.003306	0.001296	-0.002484	-0.002648	0.002775	-1.9e-05	-0.005771
234	-0.004292	-0.003142	0.003433	-0.001169	-0.001498	-0.00347	-0.000841	-0.007908
235	-0.004949	-0.001334	0.002118	-0.000676	-0.001005	-0.004785	-1.9e-05	-0.007415
236	-0.002977	-0.003635	-0.004785	-1.9e-05	-0.003306	-0.004621	-0.000183	-0.0061
237	-0.007415	-0.00347	-0.002813	-0.001334	-0.000841	-0.001334	0.00031	-0.018591
238	-0.007415	-0.000841	0.001789	-0.001498	-0.004456	-0.007908	-0.001827	-0.006429
239	0.001625	-0.001991	-0.001662	0.002447	-0.004456	-0.001991	-0.000841	-0.009223
240	-0.004292	-0.001827	-0.002155	-0.000183	-0.004949	-0.001498	-0.00232	-0.007908
241	-0.006264	-0.003306	-0.002648	0.000803	-0.004456	-0.002813	0.000146	-0.008565
