Ladekurvenmessung

Zeit: 2018_05_03 14.52.24

Info: SHC320, v = 0.428, T = 40, F = 20, h = 390.0

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12
137	0.00031	0.001789	0.000146	-0.000841	0.001132	-0.003142	0.001132	-0.001498	-0.001991	0.000803	-0.003306	0.002282
138	0.001625	-0.001169	0.000146	0.003433	0.000474	-0.002648	-0.000676	-0.001662	0.002611	0.002282	0.001789	-0.001662
139	0.001132	0.001296	-0.000347	0.000967	0.003926	0.001132	0.00146	0.001954	0.00146	0.003433	-1.9e-05	0.002447
140	0.001789	-0.000512	-0.000183	0.003926	0.000639	-0.002813	-0.00232	0.000639	0.000803	-0.000512	0.002775	-0.007579
141	-0.001662	0.002611	-0.000183	0.008528	0.000474	-0.004292	0.003433	0.00146	0.001954	0.003268	-0.000183	-0.000512
142	0.002447	-0.002648	-0.000183	0.002447	0.004255	-0.003963	-0.003306	-1.9e-05	0.000146	0.000146	0.003433	-0.000676
143	0.00031	-0.001662	-0.000183	0.003268	0.002282	0.000474	-0.005114	0.001132	0.000474	0.000967	0.001954	0.000967
144	0.001132	-0.001005	-0.000183	0.003761	0.003104	0.000803	-0.003799	0.000474	-0.002977	0.00146	0.001625	0.002118
145	0.00031	0.000146	0.000146	-0.001169	0.003268	0.001132	-0.002484	-0.000347	0.00146	0.003926	-0.001005	0.003926
146	0.002447	-0.001005	-0.000183	0.001132	0.003104	0.000967	-0.001498	0.00409	-0.001827	0.00294	-1.9e-05	0.003597
147	0.000803	0.001296	0.002118	-0.000841	0.001625	0.003268	-0.004128	-0.001827	0.00146	0.005734	-0.001827	0.006391
148	-0.000676	0.002611	0.000146	0.001132	0.000146	0.000474	0.000146	0.001296	-0.000183	0.007377	-0.000183	0.006227
149	0.00294	0.000967	-1.9e-05	0.000474	-1.9e-05	0.002282	-0.002813	0.001296	0.00146	0.003597	-0.002813	-1.9e-05
150	0.002447	0.001296	0.000146	-0.002977	0.00031	0.002611	-0.002648	-0.000347	-0.000512	0.003433	0.000146	0.002282
151	0.001625	0.000639	0.000639	0.001789	-1.9e-05	0.001954	-0.004456	0.001789	0.00031	0.001789	-0.00347	0.000474
152	0.006062	-0.000841	0.001954	0.004419	0.000146	-0.002155	-0.014647	0.002282	0.000146	0.004255	-1.9e-05	0.000639
153	0.000967	-0.002813	-0.000183	0.001954	0.000146	-0.000183	-0.005114	0.003104	-0.000676	0.001625	0.001789	-0.003306
154	0.001296	-0.009387	-0.000512	0.001132	-1.9e-05	-0.002648	-0.003963	0.006062	-0.00873	0.000474	-0.001991	0.000474
155	0.006062	-0.002813	-1.9e-05	0.000967	0.000146	-0.001498	-0.005607	0.003104	-0.00725	-0.003799	0.002447	-0.001334
156	-0.000183	0.000474	0.000146	-1.9e-05	0.000146	0.00146	0.00031	-0.001827	-0.009223	0.003761	0.000474	0.002447
157	0.002611	-0.001005	0.00031	0.001296	-0.000183	0.000967	-0.000512	-0.000347	-0.00873	-0.000512	0.000967	0.000146
158	0.00409	-0.000841	0.00031	0.00294	-1.9e-05	0.003104	-1.9e-05	0.001789	-0.002155	0.001625	0.00031	0.002611
159	0.002118	-0.001498	-1.9e-05	0.004255	-1.9e-05	0.00294	-0.001005	-0.000841	-0.00347	0.000639	-1.9e-05	0.000146
160	0.001954	0.002611	0.000146	0.005569	-1.9e-05	0.001296	0.00031	-1.9e-05	-0.002977	0.00409	0.002775	0.000146
161	0.000146	-0.000347	0.001132	0.006227	-1.9e-05	0.001296	0.002282	0.000803	-0.006757	0.002775	0.001789	-0.002813
